Method,K,Mean,Std,Min,Max,N
MAML-RL,5,0.48701379153048335,0.16952634061726915,0.2755102040816326,0.8818897637795275,16
MAML-RL,10,0.48814441586646207,0.1668060698211778,0.291970802919708,0.8795180722891566,16
MAML-RL,20,0.48320185388025627,0.16842596597870257,0.2891566265060241,0.8828451882845189,16
MAML-RL,50,0.4849751819671153,0.15836612370154085,0.3076923076923077,0.8708133971291866,16
