Method,K,Mean,Std,Min,Max,N
MAML-Encoder (Full-MAML),5,0.551089302636683,0.17500744043335942,0.09183673560619354,0.8503937125205994,16
MAML-Encoder (Full-MAML),10,0.5581406932324171,0.17870444330825802,0.09677419066429138,0.8524589538574219,16
MAML-Encoder (Full-MAML),20,0.5626632045023143,0.18162906194299203,0.08433734625577927,0.8571429252624512,16
MAML-Encoder (Full-MAML),50,0.5657346015796065,0.18698787905922204,0.09433962404727936,0.9024389982223511,16
