Method,K,Mean,Std,Min,Max,N
MAML-RL,5,0.5133493900108889,0.18271427359277093,0.1141732283464567,0.9205298013245033,16
MAML-RL,10,0.5132820985671376,0.18225363026059005,0.11244979919678715,0.9191919191919192,16
MAML-RL,20,0.5125279120759876,0.17651130801397744,0.11715481171548117,0.9059233449477352,16
MAML-RL,50,0.5102519234684116,0.16918951546136593,0.12440191387559808,0.8988326848249028,16
