Method,K,Mean,Std,Min,Max,N
MAML-Encoder (ANIL),5,0.54840955324471,0.2096490584564412,0.12204724550247192,0.9370861053466797,16
MAML-Encoder (ANIL),10,0.5465040132403374,0.2155927642223788,0.12048192322254181,0.936026930809021,16
MAML-Encoder (ANIL),20,0.5526483203284442,0.21636101680217812,0.12133891135454178,0.9372822642326355,16
MAML-Encoder (ANIL),50,0.5504061481915414,0.2130985596776487,0.1100478395819664,0.929961085319519,16
