Method,K,Mean,Std,Min,Max,N
MAML-Encoder (Full-MAML),5,0.6118190251290798,0.1743832326013916,0.33647796511650085,0.9370861053466797,16
MAML-Encoder (Full-MAML),10,0.6154377982020378,0.17953172533627706,0.3386581540107727,0.939393937587738,16
MAML-Encoder (Full-MAML),20,0.6130650173872709,0.1782664340489532,0.33663368225097656,0.9372822642326355,16
MAML-Encoder (Full-MAML),50,0.6181141026318073,0.1785283914180827,0.3369963467121124,0.9260700345039368,16
