Method,K,Mean,Std,Min,Max,N
MAML-Encoder (ANIL),5,0.6071163807064295,0.17635995584119582,0.33647796511650085,0.9370861053466797,16
MAML-Encoder (ANIL),10,0.6106922701001167,0.17967283031806028,0.3354632556438446,0.939393937587738,16
MAML-Encoder (ANIL),20,0.6078172475099564,0.1778000592916349,0.3333333432674408,0.9372822642326355,16
MAML-Encoder (ANIL),50,0.6132972184568644,0.17781607076394612,0.3369963467121124,0.9260700345039368,16
